SYLHET,RANGPUR,RAJSHAHI,KHULNA,DHAKA,CHITTAGONG,BARISAL
24.9047808,25.7493938,24.3746497,22.8373287,23.804093,22.3752075,22.7132876
91.86000790000001,89.26108649999999,88.60036649999999,89.54004719999999,90.4152376,91.8348606,90.3496278
