HABIGANJ,MAULVIBAZAR,SUNAMGANJ,SYLHET,DINAJPUR,GAIBANDHA,KURIGRAM,LALMONIRHAT,NILPHAMARI,PANCHAGARH,RANGPUR,THAKURGAON,BOGRA,JOYPURHAT,NAOGAON,NATORE,CHAPAI NABABGANJ,PABNA,RAJSHAHI,SIRAJGANJ,BAGERHAT,CHUADANGA,JESSORE,JHENAIDAH,KHULNA,KUSHTIA,"MAGURA, KHULNA",MEHERPUR,NARAIL,SATKHIRA,DHAKA,FARIDPUR,GAZIPUR,"GOPALGANJ, DHAKA",JAMALPUR,KISHOREGONJ,MADARIPUR,MANIKGANJ,MUNSHIGANJ,MYMENSINGH,NARAYANGANJ,NARSINGDI,NETRAKONA,RAJBARI,SHARIATPUR,SHERPUR,TANGAIL,BANDARBAN,BRAHMANBARIA,CHANDPUR,CHITTAGONG,COMILLA,COX'S BAZAR,FENI,KHAGRACHHARI,LAKSHMIPUR,NOAKHALI,RANGAMATI,BARGUNA,BARISAL,BHOLA,JHALOKATI,PATUAKHALI,PIROJPUR
24.3896201,24.485853,25.0666548,24.9047808,25.6221484,25.328978,25.8133074,25.916198,25.9362732,26.335376,25.7493938,26.0273645,24.8525537,25.0967735,24.8061878,24.4123751,24.5925382,24.012203,24.3746497,24.4615545,22.6551705,23.6316096,23.1640643,23.5449979,22.8373287,23.9088541,23.4878274,23.7782629,23.1733806,22.7216954,23.804093,23.6057352,23.9905079,22.9953981,24.9270097,24.4336739,23.1672303,23.8610911,23.5449195,24.7459528,23.642881,23.9350039,24.8820862,23.7527483,23.2197029,25.0201511,24.2514853,22.196146,23.9969967,23.2250228,22.3752075,23.4498326,21.4272184,23.0128119,23.1137114,22.9454033,22.8652943,22.6619561,22.1605051,22.7132876,22.1785315,22.6411383,22.3589237,22.5841051
91.4126221,91.7764601,91.40723919999999,91.86000790000001,88.6437963,89.5415074,89.64828849999999,89.45058019999999,88.8407037,88.551698,89.26108649999999,88.4646107,89.3730275,89.02271259999999,88.93473780000001,88.97562239999999,88.2705204,89.2467613,88.60036649999999,89.7053442,89.7779774,88.8480901,89.20644999999999,89.1726111,89.54004719999999,89.12218179999999,89.42840559999999,88.6313917,89.5004273,89.06820549999999,90.4152376,89.8386531,90.3877184,89.82057789999999,89.94804200000002,90.7851766,90.19498689999999,90.00043769999999,90.52962749999999,90.41785399999999,90.488286,90.72339610000002,90.72308699999999,89.6446247,90.3501258,90.01740509999999,89.9198043,92.21758849999999,91.10929519999999,90.6547361,91.8348606,91.18466219999999,92.0061058,91.3965095,91.9795001,90.8341624,91.0970586,92.16111230000001,90.1200636,90.3496278,90.7101023,90.1987003,90.3280132,89.9720133
